Date,Day of week,is_school_out,is_holiday,Day Tickets,Night Ticket,Total Ticket,SP Day,SP Night,Total SP,Total VIsits Alpine,T - AWND,T - PRCP,T - SNOW,T - SNWD,T - TAVG,T - TMAX,T - TMIN,T - WSF2,T - WSF5,M_PRCP,M_SNWD,M_TAVG,M_TMAX,M_TMIN,M_TOBS,M_WESD
1/16/2021,Sat,0,0,642,321,963,2637,962,"3,599.00","4,562.00",2.01,0,0,0,31,42,24,8.1,11,0,48,29,38,21,33,14.5
1/17/2021,Sun,0,0,793,243,1036,2824,745,"3,569.00","4,605.00",4.25,0,0,0,34,43,28,14.1,17,0,48,31,39,27,29,14.5
1/18/2021,Mon,1,1,1067,319,1386,2451,773,"3,224.00","4,610.00",6.26,0,0,0,33,45,26,18.1,25.9,0,48,27,31,22,22,14.5
1/19/2021,Tue,0,0,183,225,408,880,547,"1,427.00","1,835.00",3.8,0,0,0,31,43,21,12.1,15,0,47,25,36,19,22,14.5
1/20/2021,Wed,0,0,210,211,421,760,602,"1,362.00","1,783.00",5.37,0,0,0,31,44,23,12.1,16.1,0,47,28,40,19,29,14.5
1/21/2021,Thu,0,0,201,221,422,672,579,"1,251.00","1,673.00",2.91,0.02,0,0,34,42,29,10.1,14.1,0.2,49,30,31,28,28,14.7
1/22/2021,Fri,0,0,400,465,865,1312,1137,"2,449.00","3,314.00",4.03,0.04,0,0,34,38,32,12.1,15,0,49,30,36,25,30,14.7
1/23/2021,Sat,0,0,882,292,1174,3337,1096,"4,433.00","5,607.00",8.95,0,0,0,33,41,25,23,30,0,48,26,36,14,14,14.7
1/24/2021,Sun,0,0,780,238,1018,2815,625,"3,440.00","4,458.00",10.51,0,0,0,30,40,24,17,23,0,48,20,30,13,22,14.7
1/25/2021,Mon,0,0,225,205,430,593,493,"1,086.00","1,516.00",5.82,0,0,0,31,36,26,12.1,15,0,48,22,28,13,13,14.7
1/26/2021,Tue,0,0,180,159,339,766,492,"1,258.00","1,597.00",8.05,0,0,0,29,38,22,25.1,34,0,49,20,26,13,20,14.7
1/27/2021,Wed,0,0,131,215,346,455,708,"1,163.00","1,509.00",20.8,0,0,0,37,47,32,35.1,47,0.5,54,26,28,21,28,15.8
1/28/2021,Thu,0,0,197,276,473,853,958,"1,811.00","2,284.00",15.88,0,0,0,44,52,40,28,35.1,0.3,57,30,32,27,32,16.3
1/29/2021,Fri,0,0,589,473,1062,1681,1160,"2,841.00","3,903.00",2.91,0.28,0,0,40,42,34,12.1,15,0.6,61,31,35,26,26,16.9
1/30/2021,Sat,0,0,783,301,1084,4007,1287,"5,294.00","6,378.00",5.82,0,0,0,37,49,31,15,18.1,0,59,27,33,23,27,17
1/31/2021,Sun,0,0,733,348,1081,3508,1023,"4,531.00","5,612.00",14.09,0,0,0,41,52,34,25.9,36,0.1,58,31,35,27,34,17.1
2/1/2021,Mon,0,0,248,194,442,827,659,"1,486.00","1,928.00",12.75,0,0,0,42,55,35,23,32,0,57,38,41,33,37,17.2
2/2/2021,Tue,0,0,523,790,1313,537,625,"1,162.00","2,475.00",13.42,0.12,0,0,49,59,37,30,38.9,0.2,59,35,43,25,25,17.5
2/3/2021,Wed,0,0,230,293,523,1258,1311,"2,569.00","3,092.00",4.92,0.01,0,0,38,40,31,13,17,0.1,60,24,27,17,24,17.6
2/4/2021,Thu,0,0,256,322,578,1335,1118,"2,453.00","3,031.00",3.58,0,0,0,33,42,25,14.1,17,0.1,59,24,27,16,27,17.7
2/5/2021,Fri,0,0,478,482,960,1181,1281,"2,462.00","3,422.00",9.17,0.01,0,0,40,50,35,25.1,35.1,0.1,59,29,32,24,29,18
2/6/2021,Sat,0,0,750,292,1042,2946,1101,"4,047.00","5,089.00",7.61,0,0,0,39,51,28,23.9,34,0,58,30,33,24,28,18
2/7/2021,Sun,0,0,841,311,1152,2971,489,"3,460.00","4,612.00",7.61,0,0,0,42,48,31,23,31.1,0,58,26,29,23,23,18
2/8/2021,Mon,0,0,250,171,421,877,564,"1,441.00","1,862.00",4.03,0,0,0,33,42,22,15,19.9,0,57,22,28,19,21,18
2/9/2021,Tue,0,0,167,170,337,813,607,"1,420.00","1,757.00",3.58,0,0,0,35,46,26,10.1,19,0,57,25,33,18,19,18
2/10/2021,Wed,0,0,238,176,414,1019,714,"1,733.00","2,147.00",4.47,0,0,0,33,50,21,14.1,18.1,0,56,25,31,17,26,18
2/11/2021,Thu,0,0,185,293,478,615,1058,"1,673.00","2,151.00",1.57,0.14,1,0,33,37,27,8.1,8.9,0.4,60,28,32,20,30,18.4
2/12/2021,Fri,0,0,743,432,1175,2556,1270,"3,826.00","5,001.00",6.04,0.29,4.4,2,31,32,27,13,15,0.4,63,27,30,24,29,18.9
2/13/2021,Sat,0,0,776,258,1034,2755,820,"3,575.00","4,609.00",4.47,0.52,5.5,7.1,28,31,21,18.1,21.9,0.6,69,26,31,20,20,19.5
2/14/2021,Sun,0,0,799,227,1026,3100,868,"3,968.00","4,994.00",6.04,0,0,9.1,26,33,14,16.1,21,0.2,70,23,26,18,26,19.9
2/15/2021,Mon,1,1,824,319,1143,2320,900,"3,220.00","4,363.00",8.5,0.3,0.9,7.1,33,39,32,16.1,21,0.5,76,29,32,26,27,20.6
2/16/2021,Tue,0,0,405,380,785,1205,748,"1,953.00","2,738.00",7.61,0.05,0,5.1,36,40,33,25.1,33.1,0.5,77,25,27,23,23,21.3
2/17/2021,Wed,0,0,493,326,819,1778,1102,"2,880.00","3,699.00",8.95,0,0,3.1,34,38,26,19.9,27.1,0.1,76,22,30,15,16,21.4
2/18/2021,Thu,0,0,394,374,768,1093,818,"1,911.00","2,679.00",10.51,0.04,1,2,28,37,20,21.9,31.1,0.3,77,20,31,8,25,21.8
2/19/2021,Fri,0,0,828,346,1174,2055,1277,"3,332.00","4,506.00",11.18,0.09,0.3,2,35,43,31,21.9,30,0.2,79,29,33,25,26,22.3
2/20/2021,Sat,0,0,809,250,1059,3318,953,"4,271.00","5,330.00",8.5,0.02,0.2,1.2,35,41,30,17,21.9,0.2,78,24,29,20,20,22.3
2/21/2021,Sun,0,0,787,312,1099,2944,829,"3,773.00","4,872.00",5.59,0,0,0,34,44,24,16.1,23,0.1,77,24,30,19,29,22.5
2/22/2021,Mon,0,0,293,240,533,901,610,"1,511.00","2,044.00",9.17,0,0,0,39,51,33,16.1,19.9,0,75,33,37,27,35,22.6
2/23/2021,Tue,0,0,220,195,415,1003,554,"1,557.00","1,972.00",10.07,0,0,0,42,49,32,25.9,36,0,75,24,34,16,20,22.6
2/24/2021,Wed,0,0,286,300,586,999,712,"1,711.00","2,297.00",10.29,0,0,0,35,43,26,23,31.1,0.1,75,21,28,13,15,22.6
2/25/2021,Thu,0,0,280,257,537,706,545,"1,251.00","1,788.00",10.74,0,0,0,30,39,24,23,29.1,0,74,22,29,11,22,22.6
2/26/2021,Fri,0,0,472,328,800,848,804,"1,652.00","2,452.00",10.74,0.01,0.3,0,34,41,27,45,59.1,0.2,80,22,25,20,20,23.6
2/27/2021,Sat,0,0,890,332,1222,2659,1094,"3,753.00","4,975.00",8.5,0.02,0.6,0,33,41,25,21.9,28,0.3,82,20,24,13,16,23.9
2/28/2021,Sun,0,0,740,372,1112,3491,832,"4,323.00","5,435.00",5.37,0,0,0,30,41,20,12.1,14.1,0.1,80,21,32,10,24,23.9
3/1/2021,Mon,0,0,235,224,459,1065,525,"1,590.00","2,049.00",11.41,0,0,0,37,52,27,28,36,0,79,30,38,21,31,23.9
3/2/2021,Tue,0,0,162,184,346,892,565,"1,457.00","1,803.00",6.26,0,0,0,41,56,30,15,19.9,0,77,36,47,27,34,23.9
3/3/2021,Wed,0,0,234,191,425,929,672,"1,601.00","2,026.00",6.49,0,0,0,43,60,31,15,19.9,0,76,38,45,32,36,23.9
3/4/2021,Thu,0,0,230,183,413,874,554,"1,428.00","1,841.00",7.61,0,0,0,45,63,31,18.1,23.9,0,75,38,52,29,38,23.9
3/5/2021,Fri,0,0,734,344,1078,1091,560,"1,651.00","2,729.00",19.01,0,0,0,52,68,39,29.1,40,0,73,43,49,36,44,23.9
3/6/2021,Sat,0,0,709,381,1090,1282,436,"1,718.00","2,808.00",7.83,0.04,0,0,52,57,35,23,31.1,0.4,74,34,43,22,23,24.2
3/7/2021,Sun,0,0,652,294,946,2567,559,"3,126.00","4,072.00",8.28,0,0,0,42,57,33,18.1,23.9,0,73,32,41,23,33,24.2
3/8/2021,Mon,0,0,139,134,273,422,267,689.00,962.00,4.03,0.02,0,0,42,54,34,21,29.1,0.1,73,33,42,26,27,24.3
3/9/2021,Tue,0,0,125,119,244,579,337,916.00,"1,160.00",4.47,0,0,0,38,51,28,12.1,16.1,0,71,27,41,19,22,24.3
3/10/2021,Wed,0,0,180,123,303,688,385,"1,073.00","1,376.00",4.25,0,0,0,39,52,25,12.1,17,0,71,28,42,19,26,24.3
3/11/2021,Thu,0,0,175,115,290,657,385,"1,042.00","1,332.00",4.92,0,0,0,40,56,25,19.9,25.9,0,71,32,43,22,27,24.3
3/12/2021,Fri,0,0,357,336,693,1114,619,"1,733.00","2,426.00",5.82,0,0,0,40,55,26,16.1,21.9,0,70,32,42,21,34,24.3
3/13/2021,Sat,0,0,520,343,863,1545,423,"1,968.00","2,831.00",6.04,0,0,0,41,59,26,15,21,0,69,37,50,26,32,24.3
3/14/2021,Sun,0,0,473,160,633,1938,431,"2,369.00","3,002.00",6.93,0,0,0,47,66,34,17,21.9,0,68,40,54,28,32,24.3
3/15/2021,Mon,0,0,192,87,279,527,172,699.00,978.00,9.4,0,0,0,51,62,36,23.9,31.1,0,67,40,50,31,40,24.3
3/16/2021,Tue,0,0,124,76,200,573,266,839.00,"1,039.00",8.5,0,0,0,42,56,33,21,25.9,0,66,36,44,28,29,24.3
3/17/2021,Wed,0,0,153,103,256,752,210,962.00,"1,218.00",8.28,0,0,0,45,62,32,17,25.9,0,65,37,47,27,40,24.3
3/18/2021,Thu,0,0,149,79,228,512,320,832.00,"1,060.00",12.3,0,0,0,53,69,41,23,31.1,0,63,44,52,39,40,24.3
3/19/2021,Fri,0,0,274,106,380,220,277,497.00,877.00,7.16,0.19,0,0,55,59,47,14.1,21,0.6,64,37,45,31,33,24.7
3/20/2021,Sat,0,0,521,213,734,885,337,"1,222.00","1,956.00",12.3,0,0,0,48,54,37,25.9,35.1,0,64,31,38,26,26,24.7
3/21/2021,Sun,0,0,499,189,688,1282,230,"1,512.00","2,200.00",6.49,0,0,0,41,51,31,15,23.9,0,64,28,36,20,30,24.7
3/22/2021,Mon,1,0,258,113,371,429,178,607.00,978.00,7.61,0.46,0.5,0,41,46,33,30,36.9,0.6,69,29,35,25,25,25.3
3/23/2021,Tue,1,0,280,187,467,1585,340,"1,925.00","2,392.00",15.66,0,0,0,38,53,31,28,36.9,0,67,29,42,21,24,25.3
3/24/2021,Wed,1,0,172,94,266,608,260,868.00,"1,134.00",5.59,0.05,0,0,39,48,27,17,21,0.2,69,28,39,18,30,25.6
3/25/2021,Thu,1,0,180,183,363,932,314,"1,246.00","1,609.00",9.84,0.19,0,0,40,50,35,23,33.1,0.5,72,29,33,26,26,25.7
3/26/2021,Fri,1,0,447,256,703,1800,655,"2,455.00","3,158.00",11.63,0,0,0,42,56,32,21.9,29.1,0,71,32,39,25,31,25.7
3/27/2021,Sat,0,0,339,284,623,1247,601,"1,848.00","2,471.00",5.59,0,0,0,45,62,32,12.1,19,0,69,37,48,23,36,25.7
3/28/2021,Sun,0,0,223,4,227,1021,33,"1,054.00","1,281.00",11.41,0,0,0,54,75,41,32,48.1,0,66,47,57,32,32,25.6
3/29/2021,Mon,0,0,58,0,58,162,1,163.00,221.00,18.57,0,0,0,49,61,31,38.9,61.1,0,66,23,28,18,21,25.6
3/30/2021,Tue,0,0,93,4,97,519,24,543.00,640.00,8.05,0,0,0,37,48,27,21.9,33.1,0,65,26,33,19,29,25.4
3/31/2021,Wed,0,0,139,1,140,561,27,588.00,728.00,9.17,0,0,0,41,60,29,16.1,21.9,0,64,36,47,24,37,25.3
4/1/2021,Thu,0,0,104,2,106,501,38,539.00,645.00,12.3,0,0,0,52,75,36,23.9,33.1,0,61,46,57,35,43,24.8
4/2/2021,Fri,0,0,213,0,213,587,43,630.00,843.00,8.05,0,0,0,58,73,42,15,19,0,59,48,59,36,47,24
4/3/2021,Sat,0,0,239,0,239,1128,18,"1,146.00","1,385.00",6.49,0,0,0,61,78,46,17,21,0,57,48,60,37,45,23.2
4/4/2021,Sun,0,0,140,0,140,719,28,747.00,887.00,5.59,0,0,0,61,73,47,15,19.9,0,54,46,56,38,39,22.6
4/5/2021,Mon,0,0,47,0,47,196,6,202.00,249.00,15.21,0,0,0,51,53,40,23.9,35.1,0.2,56,32,40,27,29,22.2
4/6/2021,Tue,0,0,92,1,93,501,25,526.00,619.00,11.86,0,0,0,44,60,33,21,31.1,0,53,36,47,27,33,22.1
4/7/2021,Wed,0,0,105,0,105,364,2,366.00,471.00,7.61,0,0,0,53,71,40,23,33.1,0,52,43,54,32,41,21.6
4/8/2021,Thu,0,0,40,0,40,187,1,188.00,228.00,13.65,0,0,0,53,55,35,28,36.9,0,50,33,40,28,28,21.1
4/9/2021,Fri,0,0,113,2,115,396,24,420.00,535.00,5.37,0,0,0,43,62,28,15,18.1,0,48,36,48,22,35,20.8
4/10/2021,Sat,0,0,163,1,164,781,34,815.00,979.00,13.2,0,0,0,50,61,36,30,40,0,47,35,42,23,25,20.7
4/11/2021,Sun,0,0,209,0,209,1190,70,"1,260.00","1,469.00",12.53,0,0,0,41,52,28,21.9,33.1,0,46,28,35,17,27,20.6
4/12/2021,Mon,0,0,0,0,0,0,0,0.00,0.00,3.8,0,0,0,41,57,26,14.1,19,0,45,32,45,19,33,20.2
4/13/2021,Tue,0,0,0,0,0,0,0,0.00,0.00,6.71,0,0,0,47,57,33,18.1,21.9,0,43,36,43,29,33,19.7
4/14/2021,Wed,0,0,0,0,0,0,0,0.00,0.00,6.93,0,0,0,48,58,38,14.1,23,0,42,35,43,29,33,19.3
4/15/2021,Thu,0,0,0,0,0,0,0,0.00,0.00,8.28,0,0,0,50,63,40,19.9,29.1,0,41,38,45,30,37,18.8
4/16/2021,Fri,0,0,0,0,0,0,0,0.00,0.00,6.49,0,0,0,53,63,42,17,25.1,0,40,38,47,28,34,18.1
4/17/2021,Sat,0,0,175,1,176,1013,2,"1,015.00","1,191.00",6.49,0,0,0,53,67,39,15,18.1,0,37,42,51,30,45,17.2
4/18/2021,Sun,0,0,150,3,153,1522,21,"1,543.00","1,696.00",6.93,0,0,0,56,75,40,16.1,25.1,0,36,47,55,35,47,16
